version,Participant Private ID,condition,Trial Number,Spreadsheet: pairing,Spreadsheet: modality,Spreadsheet: word-a,Spreadsheet: word-b,Spreadsheet: word-answer,Spreadsheet: meaning-prompt,Response,Correct,Reaction Time
18,13352762.0,condition-3,13.0,i1,interoceptive,i1kh-gatugatu.mp4,i1hk-geNnari.mp4,i1kh-gatugatu.mp4,"ravenously, greedily",i1kh-gatugatu.mp4,1,12470.0
18,13352762.0,condition-3,14.0,a3,auditory,a3kh-syakisyaki.mp4,a3hk-ziriziri.mp4,a3kh-syakisyaki.mp4,"crisp, crunchy",a3kh-syakisyaki.mp4,1,17704.0
18,13352762.0,condition-3,15.0,v0,visual,v0hk-kukkiri.mp4,v0kh-tiratira.mp4,v0hk-kukkiri.mp4,"clearly, distinctly, sharply",v0hk-kukkiri.mp4,1,13160.0
18,13352762.0,condition-3,16.0,v1,visual,v1kh-gizagiza.mp4,v1hk-kurikuri.mp4,v1kh-gizagiza.mp4,"jagged, serrated",v1hk-kurikuri.mp4,0,14971.0
18,13352762.0,condition-3,17.0,i7,interoceptive,i7kh-zokuzoku.mp4,i7hk-hokkori.mp4,i7kh-zokuzoku.mp4,"shivering, feeling chilly",i7kh-zokuzoku.mp4,1,13104.0
18,13352762.0,condition-3,18.0,v7,visual,v7kh-kiritto.mp4,v7hk-boNyari.mp4,v7kh-kiritto.mp4,"crisp appearance, stiffly",v7kh-kiritto.mp4,1,10056.0
18,13352762.0,condition-3,19.0,a6,auditory,a6hk-dosari.mp4,a6kh-katitto.mp4,a6hk-dosari.mp4,with a thud,a6hk-dosari.mp4,1,10166.0
18,13352762.0,condition-3,20.0,v3,visual,v3hk-pitari.mp4,v3kh-hirahira.mp4,v3kh-hirahira.mp4,"fluttering, dangling",v3hk-pitari.mp4,0,12615.0
18,13352762.0,condition-3,21.0,v6,visual,v6kh-gotugotu.mp4,v6hk-huNwari.mp4,v6hk-huNwari.mp4,"gently, airily, fluffy",v6kh-gotugotu.mp4,0,11813.0
18,13352762.0,condition-3,22.0,v5,visual,v5kh-nikoniko.mp4,v5hk-busuri.mp4,v5kh-nikoniko.mp4,"smilingly, with a grin",v5kh-nikoniko.mp4,1,16254.0
18,13352762.0,condition-3,23.0,v9,visual,v9hk-mukumuku.mp4,v9kh-bosabosa.mp4,v9kh-bosabosa.mp4,"ruffled, disheveled",v9hk-mukumuku.mp4,0,9350.0
18,13352762.0,condition-3,24.0,v8,visual,v8hk-marumaru.mp4,v8kh-garigari.mp4,v8hk-marumaru.mp4,"plump, rotund, chubby",v8hk-marumaru.mp4,1,8978.0
18,13352762.0,condition-3,25.0,a8,auditory,a8hk-bosori.mp4,a8kh-kyaakyaa.mp4,a8hk-bosori.mp4,"in a whisper, in a murmur",a8hk-bosori.mp4,1,11636.0
18,13352762.0,condition-3,26.0,a9,auditory,a9hk-mogomogo.mp4,a9kh-sakutto.mp4,a9kh-sakutto.mp4,with a crunch,a9kh-sakutto.mp4,1,8819.0
18,13352762.0,condition-3,27.0,i8,interoceptive,i8hk-hotto.mp4,i8kh-dokiri.mp4,i8hk-hotto.mp4,with a feeling of relief,i8hk-hotto.mp4,1,12186.0
18,13352762.0,condition-3,28.0,a5,auditory,a5hk-sororisorori.mp4,a5kh-dotabata.mp4,a5kh-dotabata.mp4,"noisily, with heavy feet",a5hk-sororisorori.mp4,0,11071.0
18,13352762.0,condition-3,29.0,a4,auditory,a4hk-zuruzuru.mp4,a4kh-poripori.mp4,a4hk-zuruzuru.mp4,with a slurp,a4kh-poripori.mp4,0,27676.0
18,13352762.0,condition-3,30.0,i6,interoceptive,i6kh-girigiri.mp4,i6hk-noNbiri.mp4,i6hk-noNbiri.mp4,"at leisure, in a relaxed manner",i6kh-girigiri.mp4,0,13622.0
18,13370221.0,condition-2,1.0,i6,interoceptive,i6hh-noNbiri.mp4,i6kk-girigiri.mp4,i6hh-noNbiri.mp4,"at leisure, in a relaxed manner",i6kk-girigiri.mp4,0,8598.600000011924
18,13370221.0,condition-2,2.0,v1,visual,v1kk-gizagiza.mp4,v1hh-kurikuri.mp4,v1kk-gizagiza.mp4,"jagged, serrated",v1kk-gizagiza.mp4,1,9411.500000011918
18,13370221.0,condition-2,3.0,i0,interoceptive,i0hh-uNzari.mp4,i0kk-wakuwaku.mp4,i0hh-uNzari.mp4,"boredom, tedious, fed up with",i0hh-uNzari.mp4,1,9056.000000023836
18,13370221.0,condition-2,4.0,i7,interoceptive,i7kk-zokuzoku.mp4,i7hh-hokkori.mp4,i7kk-zokuzoku.mp4,"shivering, feeling chilly",i7hh-hokkori.mp4,0,8380.599999999977
18,13370221.0,condition-2,5.0,i8,interoceptive,i8kk-dokiri.mp4,i8hh-hotto.mp4,i8hh-hotto.mp4,with a feeling of relief,i8kk-dokiri.mp4,0,8619.999999976164
18,13370221.0,condition-2,6.0,v9,visual,v9kk-bosabosa.mp4,v9hh-mukumuku.mp4,v9kk-bosabosa.mp4,"ruffled, disheveled",v9hh-mukumuku.mp4,0,9663.200000000012
18,13370221.0,condition-2,7.0,a7,auditory,a7hh-dosidosi.mp4,a7kk-gisigisi.mp4,a7kk-gisigisi.mp4,"with a creak, squeak",a7kk-gisigisi.mp4,1,9946.800000000016
18,13370221.0,condition-2,8.0,a8,auditory,a8hh-bosori.mp4,a8kk-kyaakyaa.mp4,a8hh-bosori.mp4,"in a whisper, in a murmur",a8kk-kyaakyaa.mp4,0,8395.299999976152
18,13370221.0,condition-2,9.0,a2,auditory,a2kk-potapota.mp4,a2hh-zyaazyaa.mp4,a2hh-zyaazyaa.mp4,noisily gushing,a2hh-zyaazyaa.mp4,1,8216.800000023853
18,13370221.0,condition-2,10.0,v8,visual,v8hh-marumaru.mp4,v8kk-garigari.mp4,v8hh-marumaru.mp4,"plump, rotund, chubby",v8hh-marumaru.mp4,1,8044.5
18,13370221.0,condition-2,11.0,v5,visual,v5kk-nikoniko.mp4,v5hh-busuri.mp4,v5kk-nikoniko.mp4,"smilingly, with a grin",v5hh-busuri.mp4,0,8168.499999976164
18,13370221.0,condition-2,12.0,i5,interoceptive,i5hh-nobinobi.mp4,i5kk-harahara.mp4,i5kk-harahara.mp4,"anxious, nervous",i5hh-nobinobi.mp4,0,8358.500000011933
18,13370221.0,condition-2,13.0,i9,interoceptive,i9hh-yuttari.mp4,i9kk-dokidoki.mp4,i9kk-dokidoki.mp4,with a rapid heartbeat,i9kk-dokidoki.mp4,1,8163.399999999994
18,13370221.0,condition-2,14.0,v0,visual,v0hh-kukkiri.mp4,v0kk-tiratira.mp4,v0hh-kukkiri.mp4,"clearly, distinctly, sharply",v0hh-kukkiri.mp4,1,8884.599999988073
18,13370221.0,condition-2,15.0,a9,auditory,a9kk-sakutto.mp4,a9hh-mogomogo.mp4,a9kk-sakutto.mp4,with a crunch,a9kk-sakutto.mp4,1,8293.60000001191
18,13370221.0,condition-2,16.0,a3,auditory,a3hh-ziriziri.mp4,a3kk-syakisyaki.mp4,a3kk-syakisyaki.mp4,"crisp, crunchy",a3hh-ziriziri.mp4,0,8303.200000023848
18,13370221.0,condition-2,17.0,v4,visual,v4kk-barabara.mp4,v4hh-bissiri.mp4,v4hh-bissiri.mp4,"closely lined up, densely",v4kk-barabara.mp4,0,8183.700000000012
18,13370221.0,condition-2,18.0,a5,auditory,a5kk-dotabata.mp4,a5hh-sororisorori.mp4,a5kk-dotabata.mp4,"noisily, with heavy feet",a5hh-sororisorori.mp4,0,8151.09999997617
18,13370221.0,condition-2,19.0,i3,interoceptive,i3hh-sukkiri.mp4,i3kk-iraira.mp4,i3kk-iraira.mp4,"to get irritated, annoyed",i3kk-iraira.mp4,1,8747.599999999919
18,13370221.0,condition-2,20.0,a6,auditory,a6hh-dosari.mp4,a6kk-katitto.mp4,a6hh-dosari.mp4,with a thud,a6hh-dosari.mp4,1,8259.39999998809
18,13370221.0,condition-2,21.0,a4,auditory,a4kk-poripori.mp4,a4hh-zuruzuru.mp4,a4hh-zuruzuru.mp4,with a slurp,a4kk-poripori.mp4,0,9596.599999999977
18,13370221.0,condition-2,22.0,i4,interoceptive,i4kk-dogimagi.mp4,i4hh-tyaNto.mp4,i4hh-tyaNto.mp4,"attentive, proper attitude",i4hh-tyaNto.mp4,1,8146.999999999942
18,13370221.0,condition-2,23.0,v7,visual,v7hh-boNyari.mp4,v7kk-kiritto.mp4,v7kk-kiritto.mp4,"crisp appearance, stiffly",v7kk-kiritto.mp4,1,10924.400000011898
18,13370221.0,condition-2,24.0,v6,visual,v6hh-huNwari.mp4,v6kk-gotugotu.mp4,v6hh-huNwari.mp4,"gently, airily, fluffy",v6hh-huNwari.mp4,1,8372.900000011898
18,13370221.0,condition-2,25.0,i2,interoceptive,i2hh-syoboN.mp4,i2kk-ruNruN.mp4,i2hh-syoboN.mp4,"downhearted, dejected",i2kk-ruNruN.mp4,0,8138.999999988067
18,13370221.0,condition-2,26.0,v2,visual,v2kk-kirakira.mp4,v2hh-doNyori.mp4,v2hh-doNyori.mp4,"dark, gloomy",v2hh-doNyori.mp4,1,8051.300000011921
18,13370221.0,condition-2,27.0,v3,visual,v3hh-pitari.mp4,v3kk-hirahira.mp4,v3kk-hirahira.mp4,"fluttering, dangling",v3hh-pitari.mp4,0,8213.300000011921
18,13370221.0,condition-2,28.0,a1,auditory,a1kk-batyabatya.mp4,a1hh-sitosito.mp4,a1kk-batyabatya.mp4,splashing,a1kk-batyabatya.mp4,1,8237.000000011933
18,13370221.0,condition-2,29.0,i1,interoceptive,i1hh-geNnari.mp4,i1kk-gatugatu.mp4,i1kk-gatugatu.mp4,"ravenously, greedily",i1hh-geNnari.mp4,0,11909.60000001191
18,13370221.0,condition-2,30.0,a0,auditory,a0hh-gosogoso.mp4,a0kk-katakata.mp4,a0hh-gosogoso.mp4,with a rustling sound,a0kk-katakata.mp4,0,7885.900000011898
18,13381142.0,condition-1,1.0,v9,visual,v9kd-bosabosa.mp4,v9hu-mukumuku.mp4,v9kd-bosabosa.mp4,"ruffled, disheveled",v9kd-bosabosa.mp4,1,24719.0
18,13381142.0,condition-1,2.0,v2,visual,v2hu-doNyori.mp4,v2kd-kirakira.mp4,v2hu-doNyori.mp4,"dark, gloomy",v2hu-doNyori.mp4,1,9707.0
18,13381142.0,condition-1,3.0,i0,interoceptive,i0kd-wakuwaku.mp4,i0hu-uNzari.mp4,i0hu-uNzari.mp4,"boredom, tedious, fed up with",i0kd-wakuwaku.mp4,0,21019.0
18,13381142.0,condition-1,4.0,i8,interoceptive,i8kd-dokiri.mp4,i8hu-hotto.mp4,i8hu-hotto.mp4,with a feeling of relief,i8hu-hotto.mp4,1,17187.0
18,13381142.0,condition-1,5.0,i1,interoceptive,i1kd-gatugatu.mp4,i1hu-geNnari.mp4,i1kd-gatugatu.mp4,"ravenously, greedily",i1kd-gatugatu.mp4,1,21273.0
18,13381142.0,condition-1,6.0,v4,visual,v4hu-bissiri.mp4,v4kd-barabara.mp4,v4hu-bissiri.mp4,"closely lined up, densely",v4hu-bissiri.mp4,1,10310.0
18,13381142.0,condition-1,7.0,a4,auditory,a4kd-poripori.mp4,a4hu-zuruzuru.mp4,a4hu-zuruzuru.mp4,with a slurp,a4hu-zuruzuru.mp4,1,11698.0
18,13381142.0,condition-1,8.0,v7,visual,v7kd-kiritto.mp4,v7hu-boNyari.mp4,v7kd-kiritto.mp4,"crisp appearance, stiffly",v7kd-kiritto.mp4,1,12485.0
18,13381142.0,condition-1,9.0,a1,auditory,a1kd-batyabatya.mp4,a1hu-sitosito.mp4,a1kd-batyabatya.mp4,splashing,a1kd-batyabatya.mp4,1,13858.0
18,13381142.0,condition-1,10.0,i4,interoceptive,i4hu-tyaNto.mp4,i4kd-dogimagi.mp4,i4hu-tyaNto.mp4,"attentive, proper attitude",i4hu-tyaNto.mp4,1,29824.0
18,13381142.0,condition-1,11.0,v3,visual,v3hu-pitari.mp4,v3kd-hirahira.mp4,v3kd-hirahira.mp4,"fluttering, dangling",v3hu-pitari.mp4,0,14542.0
18,13381142.0,condition-1,12.0,i2,interoceptive,i2hu-syoboN.mp4,i2kd-ruNruN.mp4,i2hu-syoboN.mp4,"downhearted, dejected",i2kd-ruNruN.mp4,0,17423.0
18,13381142.0,condition-1,13.0,a0,auditory,a0kd-katakata.mp4,a0hu-gosogoso.mp4,a0hu-gosogoso.mp4,with a rustling sound,a0hu-gosogoso.mp4,1,13657.0
18,13381142.0,condition-1,14.0,a2,auditory,a2kd-potapota.mp4,a2hu-zyaazyaa.mp4,a2hu-zyaazyaa.mp4,noisily gushing,a2hu-zyaazyaa.mp4,1,21188.0
18,13381142.0,condition-1,15.0,v0,visual,v0hu-kukkiri.mp4,v0kd-tiratira.mp4,v0hu-kukkiri.mp4,"clearly, distinctly, sharply",v0hu-kukkiri.mp4,1,16500.0
18,13381142.0,condition-1,16.0,a9,auditory,a9hu-mogomogo.mp4,a9kd-sakutto.mp4,a9kd-sakutto.mp4,with a crunch,a9kd-sakutto.mp4,1,11581.0
18,13381142.0,condition-1,17.0,v1,visual,v1kd-gizagiza.mp4,v1hu-kurikuri.mp4,v1kd-gizagiza.mp4,"jagged, serrated",v1kd-gizagiza.mp4,1,47943.0
18,13381142.0,condition-1,18.0,i5,interoceptive,i5kd-harahara.mp4,i5hu-nobinobi.mp4,i5kd-harahara.mp4,"anxious, nervous",i5kd-harahara.mp4,1,9507.0
18,13381142.0,condition-1,19.0,i3,interoceptive,i3kd-iraira.mp4,i3hu-sukkiri.mp4,i3kd-iraira.mp4,"to get irritated, annoyed",i3kd-iraira.mp4,1,9305.0
18,13381142.0,condition-1,20.0,v6,visual,v6kd-gotugotu.mp4,v6hu-huNwari.mp4,v6hu-huNwari.mp4,"gently, airily, fluffy",v6hu-huNwari.mp4,1,15983.0
18,13381142.0,condition-1,21.0,v5,visual,v5kd-nikoniko.mp4,v5hu-busuri.mp4,v5kd-nikoniko.mp4,"smilingly, with a grin",v5hu-busuri.mp4,0,17265.0
18,13381142.0,condition-1,22.0,a7,auditory,a7kd-gisigisi.mp4,a7hu-dosidosi.mp4,a7kd-gisigisi.mp4,"with a creak, squeak",a7kd-gisigisi.mp4,1,14576.0
18,13381142.0,condition-1,23.0,a8,auditory,a8kd-kyaakyaa.mp4,a8hu-bosori.mp4,a8hu-bosori.mp4,"in a whisper, in a murmur",a8hu-bosori.mp4,1,17790.0
18,13381142.0,condition-1,24.0,i9,interoceptive,i9kd-dokidoki.mp4,i9hu-yuttari.mp4,i9kd-dokidoki.mp4,with a rapid heartbeat,i9hu-yuttari.mp4,0,8852.0
18,13381142.0,condition-1,25.0,v8,visual,v8kd-garigari.mp4,v8hu-marumaru.mp4,v8hu-marumaru.mp4,"plump, rotund, chubby",v8kd-garigari.mp4,0,8887.0
18,13381142.0,condition-1,26.0,a3,auditory,a3kd-syakisyaki.mp4,a3hu-ziriziri.mp4,a3kd-syakisyaki.mp4,"crisp, crunchy",a3kd-syakisyaki.mp4,1,8603.0
18,13381142.0,condition-1,27.0,i7,interoceptive,i7kd-zokuzoku.mp4,i7hu-hokkori.mp4,i7kd-zokuzoku.mp4,"shivering, feeling chilly",i7hu-hokkori.mp4,0,8803.0
18,13381142.0,condition-1,28.0,a5,auditory,a5hu-sororisorori.mp4,a5kd-dotabata.mp4,a5kd-dotabata.mp4,"noisily, with heavy feet",a5kd-dotabata.mp4,1,11732.0
18,13381142.0,condition-1,29.0,a6,auditory,a6kd-katitto.mp4,a6hu-dosari.mp4,a6hu-dosari.mp4,with a thud,a6kd-katitto.mp4,0,13791.0
18,13381142.0,condition-1,30.0,i6,interoceptive,i6hu-noNbiri.mp4,i6kd-girigiri.mp4,i6hu-noNbiri.mp4,"at leisure, in a relaxed manner",i6kd-girigiri.mp4,0,10376.0
18,13554674.0,condition-2,1.0,i0,interoceptive,i0hh-uNzari.mp4,i0kk-wakuwaku.mp4,i0hh-uNzari.mp4,"boredom, tedious, fed up with",i0hh-uNzari.mp4,1,19514.700000023848
18,13554674.0,condition-2,2.0,i3,interoceptive,i3hh-sukkiri.mp4,i3kk-iraira.mp4,i3kk-iraira.mp4,"to get irritated, annoyed",i3hh-sukkiri.mp4,0,8848.400000035763
18,13554674.0,condition-2,3.0,a6,auditory,a6kk-katitto.mp4,a6hh-dosari.mp4,a6hh-dosari.mp4,with a thud,a6kk-katitto.mp4,0,12864.80000001192
18,13554674.0,condition-2,4.0,a9,auditory,a9kk-sakutto.mp4,a9hh-mogomogo.mp4,a9kk-sakutto.mp4,with a crunch,a9kk-sakutto.mp4,1,14281.40000002383
18,13554674.0,condition-2,5.0,a0,auditory,a0kk-katakata.mp4,a0hh-gosogoso.mp4,a0hh-gosogoso.mp4,with a rustling sound,a0hh-gosogoso.mp4,1,9415.700000000012
18,13554674.0,condition-2,6.0,v2,visual,v2kk-kirakira.mp4,v2hh-doNyori.mp4,v2hh-doNyori.mp4,"dark, gloomy",v2hh-doNyori.mp4,1,12831.400000047695
18,13554674.0,condition-2,7.0,i5,interoceptive,i5kk-harahara.mp4,i5hh-nobinobi.mp4,i5kk-harahara.mp4,"anxious, nervous",i5hh-nobinobi.mp4,0,12681.900000047695
18,13554674.0,condition-2,8.0,v0,visual,v0kk-tiratira.mp4,v0hh-kukkiri.mp4,v0hh-kukkiri.mp4,"clearly, distinctly, sharply",v0kk-tiratira.mp4,0,13014.90000002383
18,13554674.0,condition-2,9.0,v6,visual,v6kk-gotugotu.mp4,v6hh-huNwari.mp4,v6hh-huNwari.mp4,"gently, airily, fluffy",v6hh-huNwari.mp4,1,22282.10000004768
18,13554674.0,condition-2,10.0,a2,auditory,a2hh-zyaazyaa.mp4,a2kk-potapota.mp4,a2hh-zyaazyaa.mp4,noisily gushing,a2hh-zyaazyaa.mp4,1,12465.200000000012
18,13554674.0,condition-2,11.0,v4,visual,v4hh-bissiri.mp4,v4kk-barabara.mp4,v4hh-bissiri.mp4,"closely lined up, densely",v4hh-bissiri.mp4,1,16881.500000023865
18,13554674.0,condition-2,12.0,a8,auditory,a8hh-bosori.mp4,a8kk-kyaakyaa.mp4,a8hh-bosori.mp4,"in a whisper, in a murmur",a8hh-bosori.mp4,1,12049.10000001191
18,13554674.0,condition-2,13.0,i6,interoceptive,i6kk-girigiri.mp4,i6hh-noNbiri.mp4,i6hh-noNbiri.mp4,"at leisure, in a relaxed manner",i6kk-girigiri.mp4,0,33215.900000047695
18,13554674.0,condition-2,14.0,a4,auditory,a4hh-zuruzuru.mp4,a4kk-poripori.mp4,a4hh-zuruzuru.mp4,with a slurp,a4hh-zuruzuru.mp4,1,11215.00000003574
18,13554674.0,condition-2,15.0,i4,interoceptive,i4hh-tyaNto.mp4,i4kk-dogimagi.mp4,i4hh-tyaNto.mp4,"attentive, proper attitude",i4kk-dogimagi.mp4,0,14481.600000047709
18,13554674.0,condition-2,16.0,i1,interoceptive,i1kk-gatugatu.mp4,i1hh-geNnari.mp4,i1kk-gatugatu.mp4,"ravenously, greedily",i1kk-gatugatu.mp4,1,11598.900000000023
18,13554674.0,condition-2,17.0,a3,auditory,a3hh-ziriziri.mp4,a3kk-syakisyaki.mp4,a3kk-syakisyaki.mp4,"crisp, crunchy",a3kk-syakisyaki.mp4,1,10614.200000035751
18,13554674.0,condition-2,18.0,i9,interoceptive,i9kk-dokidoki.mp4,i9hh-yuttari.mp4,i9kk-dokidoki.mp4,with a rapid heartbeat,i9kk-dokidoki.mp4,1,11131.30000004766
18,13554674.0,condition-2,19.0,v7,visual,v7kk-kiritto.mp4,v7hh-boNyari.mp4,v7kk-kiritto.mp4,"crisp appearance, stiffly",v7kk-kiritto.mp4,1,23081.60000003577
18,13554674.0,condition-2,20.0,a1,auditory,a1hh-sitosito.mp4,a1kk-batyabatya.mp4,a1kk-batyabatya.mp4,splashing,a1kk-batyabatya.mp4,1,12331.600000047709
18,13554674.0,condition-2,21.0,i7,interoceptive,i7kk-zokuzoku.mp4,i7hh-hokkori.mp4,i7kk-zokuzoku.mp4,"shivering, feeling chilly",i7hh-hokkori.mp4,0,19648.400000035763
18,13554674.0,condition-2,22.0,v3,visual,v3kk-hirahira.mp4,v3hh-pitari.mp4,v3kk-hirahira.mp4,"fluttering, dangling",v3kk-hirahira.mp4,1,15565.30000004766
18,13554674.0,condition-2,23.0,v1,visual,v1kk-gizagiza.mp4,v1hh-kurikuri.mp4,v1kk-gizagiza.mp4,"jagged, serrated",v1hh-kurikuri.mp4,0,12548.100000035774
18,13554674.0,condition-2,24.0,v8,visual,v8kk-garigari.mp4,v8hh-marumaru.mp4,v8hh-marumaru.mp4,"plump, rotund, chubby",v8hh-marumaru.mp4,1,10048.600000023842
18,13554674.0,condition-2,25.0,v5,visual,v5hh-busuri.mp4,v5kk-nikoniko.mp4,v5kk-nikoniko.mp4,"smilingly, with a grin",v5kk-nikoniko.mp4,1,13664.70000002382
18,13554674.0,condition-2,26.0,a5,auditory,a5hh-sororisorori.mp4,a5kk-dotabata.mp4,a5kk-dotabata.mp4,"noisily, with heavy feet",a5hh-sororisorori.mp4,0,18481.800000023795
18,13554674.0,condition-2,27.0,i8,interoceptive,i8kk-dokiri.mp4,i8hh-hotto.mp4,i8hh-hotto.mp4,with a feeling of relief,i8hh-hotto.mp4,1,10248.099999999977
18,13554674.0,condition-2,28.0,v9,visual,v9kk-bosabosa.mp4,v9hh-mukumuku.mp4,v9kk-bosabosa.mp4,"ruffled, disheveled",v9hh-mukumuku.mp4,0,19515.5
18,13554674.0,condition-2,29.0,a7,auditory,a7hh-dosidosi.mp4,a7kk-gisigisi.mp4,a7kk-gisigisi.mp4,"with a creak, squeak",a7kk-gisigisi.mp4,1,11215.800000023795
18,13554674.0,condition-2,30.0,i2,interoceptive,i2hh-syoboN.mp4,i2kk-ruNruN.mp4,i2hh-syoboN.mp4,"downhearted, dejected",i2kk-ruNruN.mp4,0,15948.400000023888
18,13573130.0,condition-2,1.0,i8,interoceptive,i8kk-dokiri.mp4,i8hh-hotto.mp4,i8hh-hotto.mp4,with a feeling of relief,i8hh-hotto.mp4,1,10352.299999713898
18,13573130.0,condition-2,2.0,i7,interoceptive,i7kk-zokuzoku.mp4,i7hh-hokkori.mp4,i7kk-zokuzoku.mp4,"shivering, feeling chilly",i7kk-zokuzoku.mp4,1,19993.59999980926
18,13573130.0,condition-2,3.0,a6,auditory,a6kk-katitto.mp4,a6hh-dosari.mp4,a6hh-dosari.mp4,with a thud,a6hh-dosari.mp4,1,8819.899999809277
18,13573130.0,condition-2,4.0,a4,auditory,a4kk-poripori.mp4,a4hh-zuruzuru.mp4,a4hh-zuruzuru.mp4,with a slurp,a4hh-zuruzuru.mp4,1,8839.000000095373
18,13573130.0,condition-2,5.0,i6,interoceptive,i6hh-noNbiri.mp4,i6kk-girigiri.mp4,i6hh-noNbiri.mp4,"at leisure, in a relaxed manner",i6kk-girigiri.mp4,0,9038.49999971391
18,13573130.0,condition-2,6.0,v2,visual,v2hh-doNyori.mp4,v2kk-kirakira.mp4,v2hh-doNyori.mp4,"dark, gloomy",v2hh-doNyori.mp4,1,9378.199999713892
18,13573130.0,condition-2,7.0,i4,interoceptive,i4kk-dogimagi.mp4,i4hh-tyaNto.mp4,i4hh-tyaNto.mp4,"attentive, proper attitude",i4hh-tyaNto.mp4,1,24200.69999990464
18,13573130.0,condition-2,8.0,a3,auditory,a3hh-ziriziri.mp4,a3kk-syakisyaki.mp4,a3kk-syakisyaki.mp4,"crisp, crunchy",a3hh-ziriziri.mp4,0,8613.599999713886
18,13573130.0,condition-2,9.0,i9,interoceptive,i9kk-dokidoki.mp4,i9hh-yuttari.mp4,i9kk-dokidoki.mp4,with a rapid heartbeat,i9kk-dokidoki.mp4,1,12373.200000000012
18,13573130.0,condition-2,10.0,a5,auditory,a5kk-dotabata.mp4,a5hh-sororisorori.mp4,a5kk-dotabata.mp4,"noisily, with heavy feet",a5kk-dotabata.mp4,1,16979.099999999977
18,13573130.0,condition-2,11.0,v6,visual,v6hh-huNwari.mp4,v6kk-gotugotu.mp4,v6hh-huNwari.mp4,"gently, airily, fluffy",v6hh-huNwari.mp4,1,14011.399999809277
18,13573130.0,condition-2,12.0,i0,interoceptive,i0kk-wakuwaku.mp4,i0hh-uNzari.mp4,i0hh-uNzari.mp4,"boredom, tedious, fed up with",i0hh-uNzari.mp4,1,10650.699999809263
18,13573130.0,condition-2,13.0,a0,auditory,a0kk-katakata.mp4,a0hh-gosogoso.mp4,a0hh-gosogoso.mp4,with a rustling sound,a0kk-katakata.mp4,0,16886.80000009539
18,13573130.0,condition-2,14.0,v7,visual,v7kk-kiritto.mp4,v7hh-boNyari.mp4,v7kk-kiritto.mp4,"crisp appearance, stiffly",v7kk-kiritto.mp4,1,21998.69999971392
18,13573130.0,condition-2,15.0,a9,auditory,a9kk-sakutto.mp4,a9hh-mogomogo.mp4,a9kk-sakutto.mp4,with a crunch,a9kk-sakutto.mp4,1,15736.69999971392
18,13573130.0,condition-2,16.0,i2,interoceptive,i2kk-ruNruN.mp4,i2hh-syoboN.mp4,i2hh-syoboN.mp4,"downhearted, dejected",i2hh-syoboN.mp4,1,16187.99999971391
18,13573130.0,condition-2,17.0,a1,auditory,a1kk-batyabatya.mp4,a1hh-sitosito.mp4,a1kk-batyabatya.mp4,splashing,a1kk-batyabatya.mp4,1,9101.0
18,13573130.0,condition-2,18.0,i5,interoceptive,i5hh-nobinobi.mp4,i5kk-harahara.mp4,i5kk-harahara.mp4,"anxious, nervous",i5kk-harahara.mp4,1,8496.399999904621
18,13573130.0,condition-2,19.0,v8,visual,v8kk-garigari.mp4,v8hh-marumaru.mp4,v8hh-marumaru.mp4,"plump, rotund, chubby",v8hh-marumaru.mp4,1,9783.700000000012
18,13573130.0,condition-2,20.0,v5,visual,v5kk-nikoniko.mp4,v5hh-busuri.mp4,v5kk-nikoniko.mp4,"smilingly, with a grin",v5kk-nikoniko.mp4,1,11451.400000000023
18,13573130.0,condition-2,21.0,v9,visual,v9kk-bosabosa.mp4,v9hh-mukumuku.mp4,v9kk-bosabosa.mp4,"ruffled, disheveled",v9hh-mukumuku.mp4,0,20832.500000095344
18,13573130.0,condition-2,22.0,v0,visual,v0kk-tiratira.mp4,v0hh-kukkiri.mp4,v0hh-kukkiri.mp4,"clearly, distinctly, sharply",v0hh-kukkiri.mp4,1,8852.699999713921
18,13573130.0,condition-2,23.0,i3,interoceptive,i3hh-sukkiri.mp4,i3kk-iraira.mp4,i3kk-iraira.mp4,"to get irritated, annoyed",i3kk-iraira.mp4,1,16140.099999999977
18,13573130.0,condition-2,24.0,v4,visual,v4kk-barabara.mp4,v4hh-bissiri.mp4,v4hh-bissiri.mp4,"closely lined up, densely",v4kk-barabara.mp4,0,10663.799999904644
18,13573130.0,condition-2,25.0,i1,interoceptive,i1hh-geNnari.mp4,i1kk-gatugatu.mp4,i1kk-gatugatu.mp4,"ravenously, greedily",i1hh-geNnari.mp4,0,18145.39999999985
18,13573130.0,condition-2,26.0,v3,visual,v3kk-hirahira.mp4,v3hh-pitari.mp4,v3kk-hirahira.mp4,"fluttering, dangling",v3hh-pitari.mp4,0,9312.200000095414
18,13573130.0,condition-2,27.0,a7,auditory,a7hh-dosidosi.mp4,a7kk-gisigisi.mp4,a7kk-gisigisi.mp4,"with a creak, squeak",a7kk-gisigisi.mp4,1,9930.299999713898
18,13573130.0,condition-2,28.0,a2,auditory,a2hh-zyaazyaa.mp4,a2kk-potapota.mp4,a2hh-zyaazyaa.mp4,noisily gushing,a2hh-zyaazyaa.mp4,1,8925.000000095344
18,13573130.0,condition-2,29.0,a8,auditory,a8hh-bosori.mp4,a8kk-kyaakyaa.mp4,a8hh-bosori.mp4,"in a whisper, in a murmur",a8kk-kyaakyaa.mp4,0,14541.699999809263
